国家名称,指标名称,年份,数值
墨西哥,人均电力消费量 (千瓦时),1997,1514.636206
墨西哥,能源使用量（每人当量千克石油）,1997,1398.883982
墨西哥,商品和服务出口（占GDP的百分比）,1997,25.230933231999998
墨西哥,总生育率，每位女性的出生数,1997,2.917
墨西哥,GDP增长率（年百分比）,1997,6.962888801369999
墨西哥,商品和服务进口（占GDP的百分比）,1997,24.08922508
墨西哥,工业，增加值（占GDP的百分比）,1997,34.57019019
墨西哥,通货膨胀率，GDP平减指数（年百分比）,1997,17.79880479
墨西哥,出生时预期寿命，总年数,1997,73.43714634
墨西哥,人口密度 (每平方公里土地面积的人数),1997,50.37466241
墨西哥,服务业等增加值（占GDP的百分比）,1997,61.055109943000005
密克罗尼西亚联邦,农业增加值（占GDP的百分比）,1997,24.40817666
密克罗尼西亚联邦,人均二氧化碳排放量 (公吨),1997,0.709702689
密克罗尼西亚联邦,金融部门提供的国内信贷（占GDP的百分比）,1997,-43.96014651
密克罗尼西亚联邦,人均电力消费量 (千瓦时),1997,
密克罗尼西亚联邦,能源使用量（每人当量千克石油）,1997,
密克罗尼西亚联邦,商品和服务出口（占GDP的百分比）,1997,
密克罗尼西亚联邦,总生育率，每位女性的出生数,1997,4.544
密克罗尼西亚联邦,GDP增长率（年百分比）,1997,-6.065738569
密克罗尼西亚联邦,商品和服务进口（占GDP的百分比）,1997,
密克罗尼西亚联邦,工业，增加值（占GDP的百分比）,1997,7.4970808173000005
密克罗尼西亚联邦,通货膨胀率，GDP平减指数（年百分比）,1997,0.646592874
密克罗尼西亚联邦,出生时预期寿命，总年数,1997,66.97160976
密克罗尼西亚联邦,人口密度 (每平方公里土地面积的人数),1997,155.0085714
密克罗尼西亚联邦,服务业等增加值（占GDP的百分比）,1997,68.09474252529999
摩尔多瓦,农业增加值（占GDP的百分比）,1997,30.206009761700003
摩尔多瓦,人均二氧化碳排放量 (公吨),1997,1.942777204
摩尔多瓦,金融部门提供的国内信贷（占GDP的百分比）,1997,25.954489111799997
摩尔多瓦,人均电力消费量 (千瓦时),1997,1863.057604
摩尔多瓦,能源使用量（每人当量千克石油）,1997,1059.243207
摩尔多瓦,商品和服务出口（占GDP的百分比）,1997,54.78709101
摩尔多瓦,总生育率，每位女性的出生数,1997,1.719
摩尔多瓦,GDP增长率（年百分比）,1997,1.647064468
摩尔多瓦,商品和服务进口（占GDP的百分比）,1997,74.28636845060001
摩尔多瓦,工业，增加值（占GDP的百分比）,1997,29.030490808899998
摩尔多瓦,通货膨胀率，GDP平减指数（年百分比）,1997,12.501821205299999
摩尔多瓦,出生时预期寿命，总年数,1997,66.59509756
摩尔多瓦,人口密度 (每平方公里土地面积的人数),1997,127.0719477
摩尔多瓦,服务业等增加值（占GDP的百分比）,1997,40.76349943
摩纳哥,农业增加值（占GDP的百分比）,1997,
摩纳哥,人均二氧化碳排放量 (公吨),1997,
摩纳哥,金融部门提供的国内信贷（占GDP的百分比）,1997,
摩纳哥,人均电力消费量 (千瓦时),1997,
摩纳哥,能源使用量（每人当量千克石油）,1997,
摩纳哥,商品和服务出口（占GDP的百分比）,1997,
摩纳哥,总生育率，每位女性的出生数,1997,
摩纳哥,GDP增长率（年百分比）,1997,2.237247543
摩纳哥,商品和服务进口（占GDP的百分比）,1997,
摩纳哥,工业，增加值（占GDP的百分比）,1997,
摩纳哥,通货膨胀率，GDP平减指数（年百分比）,1997,1.014052148
摩纳哥,出生时预期寿命，总年数,1997,
摩纳哥,人口密度 (每平方公里土地面积的人数),1997,15621
摩纳哥,服务业等增加值（占GDP的百分比）,1997,
蒙古,农业增加值（占GDP的百分比）,1997,34.72669844
蒙古,人均二氧化碳排放量 (公吨),1997,3.3001043801099996
蒙古,金融部门提供的国内信贷（占GDP的百分比）,1997,7.276266783680001
蒙古,人均电力消费量 (千瓦时),1997,1057.929677
蒙古,能源使用量（每人当量千克石油）,1997,951.8515695980001
蒙古,商品和服务出口（占GDP的百分比）,1997,52.666345082700005
蒙古,总生育率，每位女性的出生数,1997,2.43
蒙古,GDP增长率（年百分比）,1997,3.896713584
蒙古,商品和服务进口（占GDP的百分比）,1997,47.32510391939999
蒙古,工业，增加值（占GDP的百分比）,1997,30.72788833
蒙古,通货膨胀率，GDP平减指数（年百分比）,1997,21.67213423
蒙古,出生时预期寿命，总年数,1997,61.73646341
蒙古,人口密度 (每平方公里土地面积的人数),1997,1.5034462782299998
蒙古,服务业等增加值（占GDP的百分比）,1997,34.54541323
黑山,农业增加值（占GDP的百分比）,1997,
黑山,人均二氧化碳排放量 (公吨),1997,
黑山,金融部门提供的国内信贷（占GDP的百分比）,1997,
黑山,人均电力消费量 (千瓦时),1997,
黑山,能源使用量（每人当量千克石油）,1997,
黑山,商品和服务出口（占GDP的百分比）,1997,
黑山,总生育率，每位女性的出生数,1997,1.9269999999999998
黑山,GDP增长率（年百分比）,1997,
黑山,商品和服务进口（占GDP的百分比）,1997,
黑山,工业，增加值（占GDP的百分比）,1997,
黑山,通货膨胀率，GDP平减指数（年百分比）,1997,
黑山,出生时预期寿命，总年数,1997,73.54904878
黑山,人口密度 (每平方公里土地面积的人数),1997,45.317472118999994
黑山,服务业等增加值（占GDP的百分比）,1997,
摩洛哥,农业增加值（占GDP的百分比）,1997,16.52215546
摩洛哥,人均二氧化碳排放量 (公吨),1997,1.140636752
摩洛哥,金融部门提供的国内信贷（占GDP的百分比）,1997,70.38608263399999
摩洛哥,人均电力消费量 (千瓦时),1997,448.27069965699997
摩洛哥,能源使用量（每人当量千克石油）,1997,362.2704206
摩洛哥,商品和服务出口（占GDP的百分比）,1997,23.924117223699998
摩洛哥,总生育率，每位女性的出生数,1997,3.029
摩洛哥,GDP增长率（年百分比）,1997,-1.560702356
摩洛哥,商品和服务进口（占GDP的百分比）,1997,27.22602627
摩洛哥,工业，增加值（占GDP的百分比）,1997,30.84698574
摩洛哥,通货膨胀率，GDP平减指数（年百分比）,1997,0.7133916533050001
摩洛哥,出生时预期寿命，总年数,1997,67.47119512
摩洛哥,人口密度 (每平方公里土地面积的人数),1997,62.59021734
摩洛哥,服务业等增加值（占GDP的百分比）,1997,52.6308588
莫桑比克,农业增加值（占GDP的百分比）,1997,34.15243925
莫桑比克,人均二氧化碳排放量 (公吨),1997,0.0667205558548
莫桑比克,金融部门提供的国内信贷（占GDP的百分比）,1997,2.837327417
莫桑比克,人均电力消费量 (千瓦时),1997,52.92511730060001
莫桑比克,能源使用量（每人当量千克石油）,1997,390.6850964
莫桑比克,商品和服务出口（占GDP的百分比）,1997,12.00688486
莫桑比克,总生育率，每位女性的出生数,1997,5.8839999999999995
莫桑比克,GDP增长率（年百分比）,1997,10.84203164
莫桑比克,商品和服务进口（占GDP的百分比）,1997,34.07720141
莫桑比克,工业，增加值（占GDP的百分比）,1997,17.2151045
莫桑比克,通货膨胀率，GDP平减指数（年百分比）,1997,10.62273365
莫桑比克,出生时预期寿命，总年数,1997,47.19029268
莫桑比克,人口密度 (每平方公里土地面积的人数),1997,21.45641547
莫桑比克,服务业等增加值（占GDP的百分比）,1997,48.632456249899995
缅甸,农业增加值（占GDP的百分比）,1997,
缅甸,人均二氧化碳排放量 (公吨),1997,0.16339150406400002
缅甸,金融部门提供的国内信贷（占GDP的百分比）,1997,30.659155040300003
缅甸,人均电力消费量 (千瓦时),1997,63.2517119
缅甸,能源使用量（每人当量千克石油）,1997,263.2025529
缅甸,商品和服务出口（占GDP的百分比）,1997,
缅甸,总生育率，每位女性的出生数,1997,2.964
缅甸,GDP增长率（年百分比）,1997,5.651582963
缅甸,商品和服务进口（占GDP的百分比）,1997,
缅甸,工业，增加值（占GDP的百分比）,1997,
缅甸,通货膨胀率，GDP平减指数（年百分比）,1997,33.79422446
缅甸,出生时预期寿命，总年数,1997,61.079902438999994
缅甸,人口密度 (每平方公里土地面积的人数),1997,70.22675123180001
缅甸,服务业等增加值（占GDP的百分比）,1997,
纳米比亚,农业增加值（占GDP的百分比）,1997,9.526019617969999
纳米比亚,人均二氧化碳排放量 (公吨),1997,1.022031208
纳米比亚,金融部门提供的国内信贷（占GDP的百分比）,1997,44.331254432399994
纳米比亚,人均电力消费量 (千瓦时),1997,956.7162676
纳米比亚,能源使用量（每人当量千克石油）,1997,594.7561483
纳米比亚,商品和服务出口（占GDP的百分比）,1997,43.18970278
纳米比亚,总生育率，每位女性的出生数,1997,4.345
纳米比亚,GDP增长率（年百分比）,1997,4.220100264
纳米比亚,商品和服务进口（占GDP的百分比）,1997,50.83507065
纳米比亚,工业，增加值（占GDP的百分比）,1997,24.40063361
纳米比亚,通货膨胀率，GDP平减指数（年百分比）,1997,6.940705534439999
纳米比亚,出生时预期寿命，总年数,1997,58.37492683
纳米比亚,人口密度 (每平方公里土地面积的人数),1997,2.135452878
纳米比亚,服务业等增加值（占GDP的百分比）,1997,66.07334618
瑙鲁,农业增加值（占GDP的百分比）,1997,
瑙鲁,人均二氧化碳排放量 (公吨),1997,10.21042164
瑙鲁,金融部门提供的国内信贷（占GDP的百分比）,1997,
瑙鲁,人均电力消费量 (千瓦时),1997,
瑙鲁,能源使用量（每人当量千克石油）,1997,
瑙鲁,商品和服务出口（占GDP的百分比）,1997,
瑙鲁,总生育率，每位女性的出生数,1997,
瑙鲁,GDP增长率（年百分比）,1997,
瑙鲁,商品和服务进口（占GDP的百分比）,1997,
瑙鲁,工业，增加值（占GDP的百分比）,1997,
瑙鲁,通货膨胀率，GDP平减指数（年百分比）,1997,
瑙鲁,出生时预期寿命，总年数,1997,
瑙鲁,人口密度 (每平方公里土地面积的人数),1997,502.8
瑙鲁,服务业等增加值（占GDP的百分比）,1997,
尼泊尔,农业增加值（占GDP的百分比）,1997,41.43227669
尼泊尔,人均二氧化碳排放量 (公吨),1997,0.124278736
尼泊尔,金融部门提供的国内信贷（占GDP的百分比）,1997,34.16150036
尼泊尔,人均电力消费量 (千瓦时),1997,46.8849484
尼泊尔,能源使用量（每人当量千克石油）,1997,316.8222704
尼泊尔,商品和服务出口（占GDP的百分比）,1997,26.327835073600003
尼泊尔,总生育率，每位女性的出生数,1997,4.47
尼泊尔,GDP增长率（年百分比）,1997,5.048612535899999
尼泊尔,商品和服务进口（占GDP的百分比）,1997,37.70769982
尼泊尔,工业，增加值（占GDP的百分比）,1997,22.86363931
尼泊尔,通货膨胀率，GDP平减指数（年百分比）,1997,7.279092987
尼泊尔,出生时预期寿命，总年数,1997,60.07168293
尼泊尔,人口密度 (每平方公里土地面积的人数),1997,156.6101189
尼泊尔,服务业等增加值（占GDP的百分比）,1997,35.704084
荷兰,农业增加值（占GDP的百分比）,1997,3.2489337152999997
荷兰,人均二氧化碳排放量 (公吨),1997,10.7529534
荷兰,金融部门提供的国内信贷（占GDP的百分比）,1997,115.8780111
荷兰,人均电力消费量 (千瓦时),1997,6124.024304
荷兰,能源使用量（每人当量千克石油）,1997,4579.474782
荷兰,商品和服务出口（占GDP的百分比）,1997,60.68155228
荷兰,总生育率，每位女性的出生数,1997,1.56
荷兰,GDP增长率（年百分比）,1997,4.299867429
荷兰,商品和服务进口（占GDP的百分比）,1997,54.20113381979999
荷兰,工业，增加值（占GDP的百分比）,1997,25.69768964
荷兰,通货膨胀率，GDP平减指数（年百分比）,1997,2.625237264
荷兰,出生时预期寿命，总年数,1997,77.79439024
荷兰,人口密度 (每平方公里土地面积的人数),1997,462.40077014199994
荷兰,服务业等增加值（占GDP的百分比）,1997,71.05337664
新喀里多尼亚,农业增加值（占GDP的百分比）,1997,3.67491288
新喀里多尼亚,人均二氧化碳排放量 (公吨),1997,9.084754093
新喀里多尼亚,金融部门提供的国内信贷（占GDP的百分比）,1997,
新喀里多尼亚,人均电力消费量 (千瓦时),1997,
新喀里多尼亚,能源使用量（每人当量千克石油）,1997,
新喀里多尼亚,商品和服务出口（占GDP的百分比）,1997,16.4920122
新喀里多尼亚,总生育率，每位女性的出生数,1997,2.67
新喀里多尼亚,GDP增长率（年百分比）,1997,2.007152305
新喀里多尼亚,商品和服务进口（占GDP的百分比）,1997,28.21995148
新喀里多尼亚,工业，增加值（占GDP的百分比）,1997,19.61117857
新喀里多尼亚,通货膨胀率，GDP平减指数（年百分比）,1997,2.058456281
新喀里多尼亚,出生时预期寿命，总年数,1997,71.73902439
新喀里多尼亚,人口密度 (每平方公里土地面积的人数),1997,11.01849015
新喀里多尼亚,服务业等增加值（占GDP的百分比）,1997,76.71390972
新西兰,农业增加值（占GDP的百分比）,1997,6.558153421669999
新西兰,人均二氧化碳排放量 (公吨),1997,8.204273663
新西兰,金融部门提供的国内信贷（占GDP的百分比）,1997,99.49630008
新西兰,人均电力消费量 (千瓦时),1997,9090.524423
新西兰,能源使用量（每人当量千克石油）,1997,4258.756777
新西兰,商品和服务出口（占GDP的百分比）,1997,28.320644188800003
新西兰,总生育率，每位女性的出生数,1997,1.96
新西兰,GDP增长率（年百分比）,1997,1.975315838
新西兰,商品和服务进口（占GDP的百分比）,1997,26.926746426999998
新西兰,工业，增加值（占GDP的百分比）,1997,26.77517991
新西兰,通货膨胀率，GDP平减指数（年百分比）,1997,1.664372605
新西兰,出生时预期寿命，总年数,1997,77.33414634
新西兰,人口密度 (每平方公里土地面积的人数),1997,14.36063955
新西兰,服务业等增加值（占GDP的百分比）,1997,66.66666667
尼加拉瓜,农业增加值（占GDP的百分比）,1997,22.702900605900002
尼加拉瓜,人均二氧化碳排放量 (公吨),1997,0.656539523
尼加拉瓜,金融部门提供的国内信贷（占GDP的百分比）,1997,73.82373396
尼加拉瓜,人均电力消费量 (千瓦时),1997,352.8570453
尼加拉瓜,能源使用量（每人当量千克石油）,1997,503.0446194
尼加拉瓜,商品和服务出口（占GDP的百分比）,1997,19.41954518
尼加拉瓜,总生育率，每位女性的出生数,1997,3.4730000000000003
尼加拉瓜,GDP增长率（年百分比）,1997,3.9666509733399997
尼加拉瓜,商品和服务进口（占GDP的百分比）,1997,38.58598547
尼加拉瓜,工业，增加值（占GDP的百分比）,1997,22.11102524
尼加拉瓜,通货膨胀率，GDP平减指数（年百分比）,1997,9.777993142
尼加拉瓜,出生时预期寿命，总年数,1997,68.27409756
尼加拉瓜,人口密度 (每平方公里土地面积的人数),1997,39.7759764
尼加拉瓜,服务业等增加值（占GDP的百分比）,1997,55.186073884399995
尼日尔,农业增加值（占GDP的百分比）,1997,38.86856863
尼日尔,人均二氧化碳排放量 (公吨),1997,0.0904085511822
尼日尔,金融部门提供的国内信贷（占GDP的百分比）,1997,10.21661298
尼日尔,人均电力消费量 (千瓦时),1997,
尼日尔,能源使用量（每人当量千克石油）,1997,
尼日尔,商品和服务出口（占GDP的百分比）,1997,16.824139664300002
尼日尔,总生育率，每位女性的出生数,1997,7.747999999999999
尼日尔,GDP增长率（年百分比）,1997,2.753965624
尼日尔,商品和服务进口（占GDP的百分比）,1997,24.641020036100002
尼日尔,工业，增加值（占GDP的百分比）,1997,17.91648847
尼日尔,通货膨胀率，GDP平减指数（年百分比）,1997,3.097792906
尼日尔,出生时预期寿命，总年数,1997,48.55921951
尼日尔,人口密度 (每平方公里土地面积的人数),1997,7.941075235
尼日尔,服务业等增加值（占GDP的百分比）,1997,43.214942893999996
尼日利亚,农业增加值（占GDP的百分比）,1997,34.03135991
尼日利亚,人均二氧化碳排放量 (公吨),1997,0.352495132
尼日利亚,金融部门提供的国内信贷（占GDP的百分比）,1997,12.58747271
尼日利亚,人均电力消费量 (千瓦时),1997,81.63189744
尼日利亚,能源使用量（每人当量千克石油）,1997,696.8847876410001
尼日利亚,商品和服务出口（占GDP的百分比）,1997,41.77459666
尼日利亚,总生育率，每位女性的出生数,1997,6.19
尼日利亚,GDP增长率（年百分比）,1997,2.802256439
尼日利亚,商品和服务进口（占GDP的百分比）,1997,35.0853943
尼日利亚,工业，增加值（占GDP的百分比）,1997,44.137674053000005
尼日利亚,通货膨胀率，GDP平减指数（年百分比）,1997,1.0131322756999999
尼日利亚,出生时预期寿命，总年数,1997,46.224512195100004
尼日利亚,人口密度 (每平方公里土地面积的人数),1997,125.1414243
尼日利亚,服务业等增加值（占GDP的百分比）,1997,21.830966032600003
北马里亚纳群岛,农业增加值（占GDP的百分比）,1997,
北马里亚纳群岛,人均二氧化碳排放量 (公吨),1997,
北马里亚纳群岛,金融部门提供的国内信贷（占GDP的百分比）,1997,
北马里亚纳群岛,人均电力消费量 (千瓦时),1997,
北马里亚纳群岛,能源使用量（每人当量千克石油）,1997,
北马里亚纳群岛,商品和服务出口（占GDP的百分比）,1997,
北马里亚纳群岛,总生育率，每位女性的出生数,1997,
北马里亚纳群岛,GDP增长率（年百分比）,1997,
北马里亚纳群岛,商品和服务进口（占GDP的百分比）,1997,
北马里亚纳群岛,工业，增加值（占GDP的百分比）,1997,
北马里亚纳群岛,通货膨胀率，GDP平减指数（年百分比）,1997,
北马里亚纳群岛,出生时预期寿命，总年数,1997,
北马里亚纳群岛,人口密度 (每平方公里土地面积的人数),1997,136.823913
北马里亚纳群岛,服务业等增加值（占GDP的百分比）,1997,
挪威,农业增加值（占GDP的百分比）,1997,2.376717621
挪威,人均二氧化碳排放量 (公吨),1997,8.195307227419999
挪威,金融部门提供的国内信贷（占GDP的百分比）,1997,64.43954565050001
挪威,人均电力消费量 (千瓦时),1997,24326.03424
挪威,能源使用量（每人当量千克石油）,1997,5477.882854
挪威,商品和服务出口（占GDP的百分比）,1997,40.5578083
挪威,总生育率，每位女性的出生数,1997,1.86
挪威,GDP增长率（年百分比）,1997,5.284684789
挪威,商品和服务进口（占GDP的百分比）,1997,32.50575647
挪威,工业，增加值（占GDP的百分比）,1997,36.2803945
挪威,通货膨胀率，GDP平减指数（年百分比）,1997,2.785655304
挪威,出生时预期寿命，总年数,1997,78.14268293
挪威,人口密度 (每平方公里土地面积的人数),1997,12.06082766
挪威,服务业等增加值（占GDP的百分比）,1997,61.342887875500004
阿曼,农业增加值（占GDP的百分比）,1997,2.6192626652400004
阿曼,人均二氧化碳排放量 (公吨),1997,6.951772673
阿曼,金融部门提供的国内信贷（占GDP的百分比）,1997,33.25667132
阿曼,人均电力消费量 (千瓦时),1997,2812.448936
阿曼,能源使用量（每人当量千克石油）,1997,3027.908562
阿曼,商品和服务出口（占GDP的百分比）,1997,50.03694885
阿曼,总生育率，每位女性的出生数,1997,4.631
阿曼,GDP增长率（年百分比）,1997,6.0335123068800005
阿曼,商品和服务进口（占GDP的百分比）,1997,38.59101732
阿曼,工业，增加值（占GDP的百分比）,1997,48.62303966
阿曼,通货膨胀率，GDP平减指数（年百分比）,1997,-2.235233975
阿曼,出生时预期寿命，总年数,1997,70.97897560979999
阿曼,人口密度 (每平方公里土地面积的人数),1997,7.197402262
阿曼,服务业等增加值（占GDP的百分比）,1997,48.75769768
巴基斯坦,农业增加值（占GDP的百分比）,1997,26.70256627
巴基斯坦,人均二氧化碳排放量 (公吨),1997,0.7350752247110001
巴基斯坦,金融部门提供的国内信贷（占GDP的百分比）,1997,52.11641447
巴基斯坦,人均电力消费量 (千瓦时),1997,363.67533343699995
巴基斯坦,能源使用量（每人当量千克石油）,1997,448.92519184900004
巴基斯坦,商品和服务出口（占GDP的百分比）,1997,16.08195323
巴基斯坦,总生育率，每位女性的出生数,1997,5.048
巴基斯坦,GDP增长率（年百分比）,1997,1.014396014
巴基斯坦,商品和服务进口（占GDP的百分比）,1997,20.77031288
巴基斯坦,工业，增加值（占GDP的百分比）,1997,23.51040609
巴基斯坦,通货膨胀率，GDP平减指数（年百分比）,1997,13.383514634800001
巴基斯坦,出生时预期寿命，总年数,1997,62.008560975600005
巴基斯坦,人口密度 (每平方公里土地面积的人数),1997,167.1410492
巴基斯坦,服务业等增加值（占GDP的百分比）,1997,49.78702764
帕劳,农业增加值（占GDP的百分比）,1997,3.0222836227900003
帕劳,人均二氧化碳排放量 (公吨),1997,6.070187055
帕劳,金融部门提供的国内信贷（占GDP的百分比）,1997,
帕劳,人均电力消费量 (千瓦时),1997,
帕劳,能源使用量（每人当量千克石油）,1997,
帕劳,商品和服务出口（占GDP的百分比）,1997,10.433430789800001
帕劳,总生育率，每位女性的出生数,1997,
帕劳,GDP增长率（年百分比）,1997,2.300001648
帕劳,商品和服务进口（占GDP的百分比）,1997,64.38659871
帕劳,工业，增加值（占GDP的百分比）,1997,8.959200517
帕劳,通货膨胀率，GDP平减指数（年百分比）,1997,2.277794886
帕劳,出生时预期寿命，总年数,1997,
帕劳,人口密度 (每平方公里土地面积的人数),1997,39.39782609
帕劳,服务业等增加值（占GDP的百分比）,1997,88.01851586049999
巴拿马,农业增加值（占GDP的百分比）,1997,6.5543321609000005
巴拿马,人均二氧化碳排放量 (公吨),1997,1.9795642012799999
巴拿马,金融部门提供的国内信贷（占GDP的百分比）,1997,62.89461755439999
巴拿马,人均电力消费量 (千瓦时),1997,1174.310023
巴拿马,能源使用量（每人当量千克石油）,1997,777.7423732
巴拿马,商品和服务出口（占GDP的百分比）,1997,76.98827207
巴拿马,总生育率，每位女性的出生数,1997,2.8080000000000003
巴拿马,GDP增长率（年百分比）,1997,6.460990549
巴拿马,商品和服务进口（占GDP的百分比）,1997,88.35544364229999
巴拿马,工业，增加值（占GDP的百分比）,1997,22.15462953
巴拿马,通货膨胀率，GDP平减指数（年百分比）,1997,1.6088382961899999
巴拿马,出生时预期寿命，总年数,1997,74.52504878
巴拿马,人口密度 (每平方公里土地面积的人数),1997,38.37421308
巴拿马,服务业等增加值（占GDP的百分比）,1997,71.66588656729999
巴布亚新几内亚,农业增加值（占GDP的百分比）,1997,36.96604763
巴布亚新几内亚,人均二氧化碳排放量 (公吨),1997,0.518784629
巴布亚新几内亚,金融部门提供的国内信贷（占GDP的百分比）,1997,33.37790271
巴布亚新几内亚,人均电力消费量 (千瓦时),1997,
巴布亚新几内亚,能源使用量（每人当量千克石油）,1997,
巴布亚新几内亚,商品和服务出口（占GDP的百分比）,1997,49.157523023900005
巴布亚新几内亚,总生育率，每位女性的出生数,1997,4.632
巴布亚新几内亚,GDP增长率（年百分比）,1997,-3.904389613
巴布亚新几内亚,商品和服务进口（占GDP的百分比）,1997,50.050452
巴布亚新几内亚,工业，增加值（占GDP的百分比）,1997,31.44692521
巴布亚新几内亚,通货膨胀率，GDP平减指数（年百分比）,1997,8.426361533
巴布亚新几内亚,出生时预期寿命，总年数,1997,57.90629268
巴布亚新几内亚,人口密度 (每平方公里土地面积的人数),1997,10.97274213
巴布亚新几内亚,服务业等增加值（占GDP的百分比）,1997,31.587027155900003
巴拉圭,农业增加值（占GDP的百分比）,1997,17.81747075
巴拉圭,人均二氧化碳排放量 (公吨),1997,0.8423205937899999
巴拉圭,金融部门提供的国内信贷（占GDP的百分比）,1997,33.2321805
巴拉圭,人均电力消费量 (千瓦时),1997,833.8778068830001
巴拉圭,能源使用量（每人当量千克石油）,1997,877.0448880460001
巴拉圭,商品和服务出口（占GDP的百分比）,1997,48.4697551
巴拉圭,总生育率，每位女性的出生数,1997,3.911
巴拉圭,GDP增长率（年百分比）,1997,4.2425111616699995
巴拉圭,商品和服务进口（占GDP的百分比）,1997,47.46452381
巴拉圭,工业，增加值（占GDP的百分比）,1997,33.81566489
巴拉圭,通货膨胀率，GDP平减指数（年百分比）,1997,3.4109927630900003
巴拉圭,出生时预期寿命，总年数,1997,69.32704878050001
巴拉圭,人口密度 (每平方公里土地面积的人数),1997,12.535479486500002
巴拉圭,服务业等增加值（占GDP的百分比）,1997,48.36686436
秘鲁,农业增加值（占GDP的百分比）,1997,8.900549725
秘鲁,人均二氧化碳排放量 (公吨),1997,1.103907299
秘鲁,金融部门提供的国内信贷（占GDP的百分比）,1997,19.8175656
秘鲁,人均电力消费量 (千瓦时),1997,606.7487751140001
秘鲁,能源使用量（每人当量千克石油）,1997,440.5579736
秘鲁,商品和服务出口（占GDP的百分比）,1997,14.477260256300001
秘鲁,总生育率，每位女性的出生数,1997,3.142
秘鲁,GDP增长率（年百分比）,1997,6.476824420800001
秘鲁,商品和服务进口（占GDP的百分比）,1997,18.992285594400002
秘鲁,工业，增加值（占GDP的百分比）,1997,32.46019847
秘鲁,通货膨胀率，GDP平减指数（年百分比）,1997,7.283131128660001
秘鲁,出生时预期寿命，总年数,1997,69.03253659
秘鲁,人口密度 (每平方公里土地面积的人数),1997,19.396413281199997
秘鲁,服务业等增加值（占GDP的百分比）,1997,58.6392518
菲律宾,农业增加值（占GDP的百分比）,1997,18.87233218
菲律宾,人均二氧化碳排放量 (公吨),1997,0.9742004
菲律宾,金融部门提供的国内信贷（占GDP的百分比）,1997,78.54342219
菲律宾,人均电力消费量 (千瓦时),1997,462.1960019
菲律宾,能源使用量（每人当量千克石油）,1997,500.9897717
菲律宾,商品和服务出口（占GDP的百分比）,1997,48.956482
菲律宾,总生育率，每位女性的出生数,1997,3.923
菲律宾,GDP增长率（年百分比）,1997,5.185362276
菲律宾,商品和服务进口（占GDP的百分比）,1997,59.29383539999999
菲律宾,工业，增加值（占GDP的百分比）,1997,32.13302768
菲律宾,通货膨胀率，GDP平减指数（年百分比）,1997,6.224392021
菲律宾,出生时预期寿命，总年数,1997,66.32146341
菲律宾,人口密度 (每平方公里土地面积的人数),1997,244.96966495599997
菲律宾,服务业等增加值（占GDP的百分比）,1997,48.99464014
波兰,农业增加值（占GDP的百分比）,1997,4.536748899
波兰,人均二氧化碳排放量 (公吨),1997,9.043385426939999
波兰,金融部门提供的国内信贷（占GDP的百分比）,1997,32.04573358
波兰,人均电力消费量 (千瓦时),1997,3206.237778
波兰,能源使用量（每人当量千克石油）,1997,2643.123536
波兰,商品和服务出口（占GDP的百分比）,1997,23.35936527
波兰,总生育率，每位女性的出生数,1997,1.51
波兰,GDP增长率（年百分比）,1997,6.45954984
波兰,商品和服务进口（占GDP的百分比）,1997,27.11447982
波兰,工业，增加值（占GDP的百分比）,1997,35.227284124499995
波兰,通货膨胀率，GDP平减指数（年百分比）,1997,13.661760443099999
波兰,出生时预期寿命，总年数,1997,72.64634146
波兰,人口密度 (每平方公里土地面积的人数),1997,126.18648992799999
波兰,服务业等增加值（占GDP的百分比）,1997,60.23596698
葡萄牙,农业增加值（占GDP的百分比）,1997,4.344692041
葡萄牙,人均二氧化碳排放量 (公吨),1997,5.250035785030001
葡萄牙,金融部门提供的国内信贷（占GDP的百分比）,1997,86.62606853
葡萄牙,人均电力消费量 (千瓦时),1997,3352.465833
葡萄牙,能源使用量（每人当量千克石油）,1997,2083.487676
葡萄牙,商品和服务出口（占GDP的百分比）,1997,27.14541641
葡萄牙,总生育率，每位女性的出生数,1997,1.47
葡萄牙,GDP增长率（年百分比）,1997,4.426211766
葡萄牙,商品和服务进口（占GDP的百分比）,1997,35.141898248800004
葡萄牙,工业，增加值（占GDP的百分比）,1997,29.21529161
葡萄牙,通货膨胀率，GDP平减指数（年百分比）,1997,3.886558061
葡萄牙,出生时预期寿命，总年数,1997,75.41219512
葡萄牙,人口密度 (每平方公里土地面积的人数),1997,110.480623
葡萄牙,服务业等增加值（占GDP的百分比）,1997,66.44001634520001
波多黎各,农业增加值（占GDP的百分比）,1997,1.339174827
波多黎各,人均二氧化碳排放量 (公吨),1997,
波多黎各,金融部门提供的国内信贷（占GDP的百分比）,1997,
波多黎各,人均电力消费量 (千瓦时),1997,
波多黎各,能源使用量（每人当量千克石油）,1997,
波多黎各,商品和服务出口（占GDP的百分比）,1997,63.579337173999996
波多黎各,总生育率，每位女性的出生数,1997,1.9
波多黎各,GDP增长率（年百分比）,1997,3.155515407
波多黎各,商品和服务进口（占GDP的百分比）,1997,58.77099027
波多黎各,工业，增加值（占GDP的百分比）,1997,83.82231238989999
波多黎各,通货膨胀率，GDP平减指数（年百分比）,1997,3.02634037
波多黎各,出生时预期寿命，总年数,1997,74.66663415
波多黎各,人口密度 (每平方公里土地面积的人数),1997,423.83652762099996
